sequence_id	protein_id	start	end	strand	average_p	max_p
U00096.3	U00096.3_1	337	2799	+	0.000010714316432548242	0.000010714316432548242
U00096.3	U00096.3_2	2801	3733	+	0.0025512955703377504	0.0025512955703377504
U00096.3	U00096.3_3	3734	5020	+	0.00030126621159661784	0.00030126621159661784
U00096.3	U00096.3_4	5234	5530	+	0.00512589780218985	0.00512589780218985
U00096.3	U00096.3_5	5683	6459	-	0.00001993249127294766	0.00001993249127294766
U00096.3	U00096.3_6	6529	7959	-	0.0007996339430602113	0.0007996339430602113
U00096.3	U00096.3_7	8238	9191	+	0.003476259117268742	0.003476259117268742
U00096.3	U00096.3_8	9306	9893	+	0.0023830625922738654	0.0023830625922738654
U00096.3	U00096.3_9	9928	10494	-	0.01536811366600479	0.01536811366600479
U00096.3	U00096.3_10	10643	11356	-	0.011461515435012356	0.011461515435012356
U00096.3	U00096.3_11	11382	11786	-	0.0071004218812905084	0.0071004218812905084
U00096.3	U00096.3_12	12163	14079	+	0.00222763301143893	0.00222763301143893
U00096.3	U00096.3_13	14168	15298	+	0.000039488003565136656	0.000039488003565136656
U00096.3	U00096.3_14	15445	16557	+	0.03221291103209346	0.03221291103209346
U00096.3	U00096.3_15	16580	16720	+	0.030224238600727052	0.030224238600727052
U00096.3	U00096.3_16	16751	16960	-	0.034684782527451136	0.034684782527451136
U00096.3	U00096.3_17	17489	18655	+	0.048696370666086446	0.048696370666086446
U00096.3	U00096.3_18	18721	19620	+	0.06416983556648652	0.06416983556648652
U00096.3	U00096.3_19	19811	20188	-	0.09447783926877412	0.09447783926877412
U00096.3	U00096.3_20	20233	20508	-	0.12799272967935513	0.12799272967935513
U00096.3	U00096.3_21	20815	21078	-	0.00033774647037107904	0.00033774647037107904
U00096.3	U00096.3_22	21407	22348	+	0.00006012621322448764	0.00006012621322448764
U00096.3	U00096.3_23	22391	25207	+	1.4075754618998617e-7	1.4075754618998617e-7
U00096.3	U00096.3_24	25207	25701	+	0.011703347485938128	0.011703347485938128
U00096.3	U00096.3_25	25826	26275	+	0.019502233396867956	0.019502233396867956
U00096.3	U00096.3_26	26277	27227	+	0.017574876027628705	0.017574876027628705
U00096.3	U00096.3_27	27293	28207	+	0.003480262796873722	0.003480262796873722
U00096.3	U00096.3_28	28374	29195	+	0.001612330765420743	0.001612330765420743
U00096.3	U00096.3_29	29651	30799	+	0.00157390766817788	0.00157390766817788
U00096.3	U00096.3_30	30817	34038	+	0.005209337809075849	0.005209337809075849
U00096.3	U00096.3_31	34300	34695	+	0.01349218290686845	0.01349218290686845
U00096.3	U00096.3_32	34781	35371	-	0.009367794586449934	0.009367794586449934
U00096.3	U00096.3_33	35377	36162	-	0.01624090218824371	0.01624090218824371
U00096.3	U00096.3_34	36271	37824	-	0.022328828887520587	0.022328828887520587
U00096.3	U00096.3_35	37898	39115	-	0.013859049323453968	0.013859049323453968
U00096.3	U00096.3_36	39244	40386	-	0.0155143290450083	0.0155143290450083
U00096.3	U00096.3_37	40417	41931	-	0.010229864638827513	0.010229864638827513
U00096.3	U00096.3_38	42403	43173	+	0.01784354447454191	0.01784354447454191
U00096.3	U00096.3_39	43188	44129	+	0.005586839535362401	0.005586839535362401
U00096.3	U00096.3_40	44180	45466	+	0.00545333135319753	0.00545333135319753
U00096.3	U00096.3_41	45463	45750	+	0.024848224037922702	0.024848224037922702
U00096.3	U00096.3_42	45807	47138	+	0.022029356309089154	0.022029356309089154
U00096.3	U00096.3_43	47246	47776	+	0.025557396921504494	0.025557396921504494
U00096.3	U00096.3_44	47769	49631	+	0.02315236112448022	0.02315236112448022
U00096.3	U00096.3_45	49712	50302	+	0.0001371647665899441	0.0001371647665899441
U00096.3	U00096.3_46	50380	51222	-	0.014184969497597974	0.014184969497597974
U00096.3	U00096.3_47	51229	51606	-	0.00995022485535772	0.00995022485535772
U00096.3	U00096.3_48	51609	52430	-	0.014026092113498655	0.014026092113498655
U00096.3	U00096.3_49	52427	53416	-	0.0000379672297655635	0.0000379672297655635
U00096.3	U00096.3_50	53416	54702	-	4.815679196367505e-9	4.815679196367505e-9
U00096.3	U00096.3_51	54755	57109	-	3.013234442758965e-6	3.013234442758965e-6
U00096.3	U00096.3_52	57364	58179	+	7.37932179288564e-7	7.37932179288564e-7
U00096.3	U00096.3_53	58474	59124	+	0.009682659806396841	0.009682659806396841
U00096.3	U00096.3_54	59121	59279	+	0.0097006457800161	0.0097006457800161
U00096.3	U00096.3_55	59687	60346	-	0.000015205694165320334	0.000015205694165320334
U00096.3	U00096.3_56	60358	63264	-	0.0003846892603618877	0.0003846892603618877
U00096.3	U00096.3_57	63429	65780	-	0.01466011512597721	0.01466011512597721
U00096.3	U00096.3_58	65855	66550	-	0.01067141068755929	0.01067141068755929
U00096.3	U00096.3_59	66835	68337	-	0.013878553193614826	0.013878553193614826
U00096.3	U00096.3_60	68348	70048	-	0.0025248068341886675	0.0025248068341886675
U00096.3	U00096.3_61	70387	71265	+	0.004005833324212636	0.004005833324212636
U00096.3	U00096.3_62	71351	72115	+	0.00643311744350752	0.00643311744350752
U00096.3	U00096.3_63	72229	72927	-	0.0037761445358217554	0.0037761445358217554
U00096.3	U00096.3_64	72911	74521	-	0.005542751214793892	0.005542751214793892
U00096.3	U00096.3_65	74497	75480	-	0.006353957332592365	0.006353957332592365
U00096.3	U00096.3_66	75644	77299	-	0.008440970893391806	0.008440970893391806
U00096.3	U00096.3_67	77388	77519	+	0.015249721693693829	0.015249721693693829
U00096.3	U00096.3_68	77621	78799	+	0.014391967571934543	0.014391967571934543
U00096.3	U00096.3_69	78848	79453	-	0.007165324717971268	0.007165324717971268
U00096.3	U00096.3_70	79464	80864	-	0.011394838817436576	0.011394838817436576
U00096.3	U00096.3_71	80867	81958	-	0.011544724684147209	0.011544724684147209
U00096.3	U00096.3_72	81958	83529	-	0.0054489622214970775	0.0054489622214970775
U00096.3	U00096.3_73	84368	85312	+	0.00568925992591664	0.00568925992591664
U00096.3	U00096.3_74	85630	87354	+	0.006487558580853579	0.006487558580853579
U00096.3	U00096.3_75	87357	87848	+	0.000024108976040253957	0.000024108976040253957
U00096.3	U00096.3_76	88028	89032	+	0.0020104423156908206	0.0020104423156908206
U00096.3	U00096.3_77	89634	90092	+	0.00007557350677981568	0.00007557350677981568
U00096.3	U00096.3_78	90094	91035	+	0.0002511601686851215	0.0002511601686851215
U00096.3	U00096.3_79	91032	91397	+	0.007986997043112058	0.007986997043112058
U00096.3	U00096.3_80	91413	93179	+	0.004818004750480766	0.004818004750480766
U00096.3	U00096.3_81	93166	94653	+	0.0024089598215420345	0.0024089598215420345
U00096.3	U00096.3_82	94650	96008	+	0.0018553018559939304	0.0018553018559939304
U00096.3	U00096.3_83	96002	97084	+	0.00026993387193588345	0.00026993387193588345
U00096.3	U00096.3_84	97087	98403	+	0.0003701515761073947	0.0003701515761073947
U00096.3	U00096.3_85	98403	99647	+	0.0009982830053452008	0.0009982830053452008
U00096.3	U00096.3_86	99644	100711	+	0.01170665307122016	0.01170665307122016
U00096.3	U00096.3_87	100765	102240	+	0.008046780833735537	0.008046780833735537
U00096.3	U00096.3_88	102233	103153	+	0.024259677230580964	0.024259677230580964
U00096.3	U00096.3_89	103155	103985	+	0.0003074696656037474	0.0003074696656037474
U00096.3	U00096.3_90	103982	105244	+	0.000012344046806075399	0.000012344046806075399
U00096.3	U00096.3_91	105305	106456	+	2.244005922067001e-6	2.244005922067001e-6
U00096.3	U00096.3_92	106557	107474	+	0.0006765119290822486	0.0006765119290822486
U00096.3	U00096.3_93	107630	108217	+	0.005438365828642737	0.005438365828642737
U00096.3	U00096.3_94	108279	110984	+	0.000017537460023894996	0.000017537460023894996
U00096.3	U00096.3_95	111044	111433	+	0.004910912646460804	0.004910912646460804
U00096.3	U00096.3_96	111649	111846	-	0.00974596037411152	0.00974596037411152
U00096.3	U00096.3_97	111856	112599	-	0.01115205316775973	0.01115205316775973
U00096.3	U00096.3_98	112599	113219	-	0.00013338637868283253	0.00013338637868283253
U00096.3	U00096.3_99	113444	114487	+	0.005239295092813018	0.005239295092813018
U00096.3	U00096.3_100	114522	115724	-	7.989760657439968e-6	7.989760657439968e-6
U00096.3	U00096.3_101	115714	117099	-	0.0009518915795714319	0.0009518915795714319
U00096.3	U00096.3_102	117109	117549	-	0.001176682774662238	0.001176682774662238
U00096.3	U00096.3_103	117752	118645	-	0.004661453422628096	0.004661453422628096
U00096.3	U00096.3_104	118733	119284	+	0.0023797482595952417	0.0023797482595952417
U00096.3	U00096.3_105	119281	120135	+	0.011969161373635365	0.011969161373635365
U00096.3	U00096.3_106	120178	121548	-	0.007667334374265773	0.007667334374265773
U00096.3	U00096.3_107	122092	122856	+	0.007362317996450642	0.007362317996450642
U00096.3	U00096.3_108	123017	125680	+	0.011707817843551896	0.011707817843551896
U00096.3	U00096.3_109	125695	127587	+	0.0037839092172659537	0.0037839092172659537
U00096.3	U00096.3_110	127912	129336	+	1.0483779325514434e-6	1.0483779325514434e-6
U00096.3	U00096.3_111	129407	131260	-	0.017379562146628717	0.017379562146628717
U00096.3	U00096.3_112	131615	134212	+	0.013705550679879162	0.013705550679879162
U00096.3	U00096.3_113	134388	134750	+	0.01369909100840248	0.01369909100840248
U00096.3	U00096.3_114	134788	135582	-	0.017385429504804855	0.017385429504804855
U00096.3	U00096.3_115	135598	136464	-	0.00015687650048813064	0.00015687650048813064
U00096.3	U00096.3_116	136570	136917	-	0.014778231045741337	0.014778231045741337
U00096.3	U00096.3_117	137083	138633	+	0.010803101218835057	0.010803101218835057
U00096.3	U00096.3_118	138835	141225	-	0.01391449673409832	0.01391449673409832
U00096.3	U00096.3_119	141431	141967	+	0.0025821956474495807	0.0025821956474495807
U00096.3	U00096.3_120	142008	142670	-	0.005058028717041588	0.005058028717041588
U00096.3	U00096.3_121	142779	143705	+	0.012369424840841671	0.012369424840841671
U00096.3	U00096.3_122	143702	144472	+	0.013253175126385613	0.013253175126385613
U00096.3	U00096.3_123	144577	145017	+	0.0006133628063990618	0.0006133628063990618
U00096.3	U00096.3_124	145081	146310	+	0.005269271467113973	0.005269271467113973
U00096.3	U00096.3_125	146314	146694	-	0.010685335193785997	0.010685335193785997
U00096.3	U00096.3_126	146968	147870	+	0.011320745443248176	0.011320745443248176
U00096.3	U00096.3_127	147944	148795	-	0.003683067214154968	0.003683067214154968
U00096.3	U00096.3_128	148807	149601	-	0.00016109949656563808	0.00016109949656563808
U00096.3	U00096.3_129	149715	150953	-	0.026357616480773637	0.026357616480773637
U00096.3	U00096.3_130	151003	151599	-	0.023709951483040052	0.023709951483040052
U00096.3	U00096.3_131	151626	152231	-	0.020761615449178275	0.020761615449178275
U00096.3	U00096.3_132	152243	152812	-	0.01750731326445198	0.01750731326445198
U00096.3	U00096.3_133	152829	155426	-	0.020800846530242088	0.020800846530242088
U00096.3	U00096.3_134	155461	156201	-	0.023756682830618252	0.023756682830618252
U00096.3	U00096.3_135	156299	156883	-	0.026411167215551038	0.026411167215551038
U00096.3	U00096.3_136	157253	157732	-	0.00028001092400050135	0.00028001092400050135
U00096.3	U00096.3_137	157729	159093	-	0.001508536868913097	0.001508536868913097
U00096.3	U00096.3_138	159186	160112	-	0.00010256316813026522	0.00010256316813026522
U00096.3	U00096.3_139	160149	160604	-	5.880801447052214e-6	5.880801447052214e-6
U00096.3	U00096.3_140	160782	161486	-	0.009681635495964774	0.009681635495964774
U00096.3	U00096.3_141	161501	162031	-	0.009702193644812531	0.009702193644812531
U00096.3	U00096.3_142	162105	164534	+	0.000012716899880391315	0.000012716899880391315
U00096.3	U00096.3_143	164730	167264	+	0.000014829387839008557	0.000014829387839008557
U00096.3	U00096.3_144	167484	169727	+	0.014108280588341625	0.014108280588341625
U00096.3	U00096.3_145	169778	170575	+	0.02181712369939307	0.02181712369939307
U00096.3	U00096.3_146	170575	171465	+	0.021376054122222935	0.021376054122222935
U00096.3	U00096.3_147	171462	173444	+	0.031332152159808016	0.031332152159808016
U00096.3	U00096.3_148	173602	174882	-	0.042312884350885496	0.042312884350885496
U00096.3	U00096.3_149	175107	176528	+	0.00008304179079542968	0.00008304179079542968
U00096.3	U00096.3_150	176610	176954	+	0.000014003552429138214	0.000014003552429138214
U00096.3	U00096.3_151	177001	177624	-	0.000010817200930444253	0.000010817200930444253
U00096.3	U00096.3_152	177662	178462	-	0.007632699105463169	0.007632699105463169
